repo_index,CommitEvent,CommitCommentEvent,IssueEvent,IssueCommentEvent,PullRequestEvent,PullRequestCommentEvent
11881,0,0,0,0,0,3
44398,31,0,0,0,0,0
31999,10,0,10,20,0,0
48418,21,0,9,30,12,3
34142,3,0,2,0,0,0
3707,0,0,0,0,0,0
42995,0,0,10,20,30,10
8097,0,0,0,0,0,0
3510,0,0,0,0,0,0
24454,2,0,22,154,0,0
3863,0,0,0,0,0,0
29382,10,0,6,9,5,12
37943,88,0,0,0,21,6
16391,29,0,15,33,27,84
13750,170,50,0,510,0,0
28984,11,0,0,15,30,0
8273,0,0,0,0,0,0
14795,0,0,0,279,0,0
20535,0,0,20,40,0,0
17333,3,0,0,0,0,0
34180,0,0,0,0,0,0
30109,163,0,7,7,14,0
1902,0,0,0,0,0,0
1615,0,0,0,0,0,0
27243,4,0,6,16,2,12
4686,0,0,0,0,0,0
4387,0,0,0,0,0,0
40132,169,0,90,360,234,198
32638,0,0,32,112,96,560
47309,0,0,1,0,0,0
47027,0,0,8,40,0,0
9557,0,0,0,0,0,0
37145,677,0,0,0,0,0
40761,0,0,1,1,0,0
33139,10,0,0,0,2,1
6746,0,0,0,0,0,0
44325,253,20,0,180,0,0
42105,0,0,1,4,0,0
7331,0,0,0,0,0,0
8027,0,0,0,0,0,0
31174,0,0,0,0,0,0
17893,71,0,20,4,12,4
45071,0,0,4,7,0,0
43425,35,0,0,22,0,0
46980,145,0,0,0,460,470
5678,0,0,0,0,0,0
3795,0,0,0,0,0,0
11274,208,216,0,0,0,0
22763,0,0,0,0,0,0
12222,50,0,345,810,165,180
943,0,0,0,0,0,0
29522,6,0,8,18,2,5
25202,45,0,40,96,64,0
17022,65,0,5,5,220,65
25706,29,0,6,27,36,51
36320,0,0,1,2,1,0
15492,27,0,4,20,12,16
15793,3,0,10,41,1,8
29994,9,0,20,40,0,0
39772,0,0,0,0,0,0
29090,52,0,102,174,18,0
43891,23,0,8,46,31,0
9520,0,0,0,0,0,0
13273,5,0,3,1,1,1
6438,0,0,0,0,0,0
27417,0,0,0,0,1,0
43843,1,0,3,1,1,2
13757,96,14,308,336,140,392
3369,0,0,0,0,0,0
1638,0,0,0,0,0,0
8876,0,0,0,0,0,0
17083,16,0,18,24,36,42
11609,91,0,0,486,0,0
951,0,0,0,0,0,0
5166,0,0,0,0,0,0
16605,5,0,84,354,84,246
33922,33,2,2,6,4,10
8135,0,0,0,0,0,0
435,0,0,0,0,0,0
48707,20,0,0,0,0,0
40869,0,0,30,45,25,25
34374,201,0,32,128,0,0
44544,69,0,8,0,72,68
23841,20,0,20,30,0,0
46188,0,0,0,0,0,0
30438,51,0,63,182,112,413
37617,5,0,4,4,0,0
28819,0,0,0,0,0,0
10219,5,0,10,32,6,0
13175,21,0,27,126,0,0
4068,0,0,0,0,0,0
9179,0,0,0,0,0,0
43796,2,0,0,0,0,0
8414,0,0,0,0,0,0
19217,7,0,2,2,6,2
12966,0,0,5,5,0,0
20775,18,0,42,30,0,0
26402,0,0,0,0,0,0
46791,144,836,133,57,209,95
46807,0,0,0,0,0,0
35609,0,0,0,0,0,0
19246,202,0,200,360,0,30
20744,4,0,32,48,0,0
8075,0,0,0,0,0,0
34798,7,0,8,32,0,0
11171,23,0,8,20,20,4
33967,15,0,6,18,8,10
28421,9,0,4,6,0,0
10999,3,0,104,182,78,0
28905,179,0,130,455,0,0
8898,0,0,0,0,0,0
1854,0,0,0,0,0,0
2563,0,0,0,0,0,0
45908,0,0,0,2,0,0
473,0,0,0,0,0,0
331,0,0,0,0,0,0
2211,0,0,0,0,0,0
21283,0,0,0,0,0,0
27665,19,4,8,108,4,40
42898,13,0,0,0,0,0
15487,61,0,35,154,0,35
31586,25,0,14,96,4,2
19257,0,0,190,160,210,80
13975,194,0,288,1710,288,360
41494,34,0,30,160,0,0
3743,0,0,0,0,0,0
1842,0,0,0,0,0,0
5762,0,0,0,0,0,0
29869,36,0,16,46,38,102
19508,7,0,0,0,0,0
10420,41,0,15,51,30,42
36792,9,0,1,0,3,33
13923,26,0,28,96,16,36
36680,8,0,3,0,0,0
3224,0,0,0,0,0,0
41832,30,0,54,90,0,0
33185,0,0,0,0,0,0
43298,0,0,0,0,0,0
3609,0,0,0,0,0,0
3468,0,0,0,0,0,0
42034,6,0,5,13,1,2
35385,7,0,18,24,12,0
43220,2,0,0,0,0,0
17629,439,0,0,0,119,0
2523,0,0,0,0,0,0
27388,0,0,0,0,0,0
4207,0,0,0,0,0,0
25469,0,0,3,0,0,0
31177,0,0,13,13,0,0
22139,0,0,0,0,0,0
6936,0,0,0,0,0,0
9067,0,0,0,0,0,0
8564,0,0,0,0,0,0
9707,0,0,0,0,0,0
34972,52,0,0,0,45,45
43357,0,0,1,1,0,0
49084,33,0,30,210,114,126
48065,14,0,2,2,8,6
31120,215,0,90,45,81,9
4202,0,0,0,0,0,0
26771,3,0,0,2,1,0
5773,0,0,0,0,0,0
3576,0,0,0,0,0,0
8172,0,0,0,0,0,0
42491,4,0,0,0,2,0
140,0,0,0,0,0,0
20371,0,0,12,0,0,0
30129,0,0,3,3,0,0
2795,0,0,0,0,0,0
31109,47,0,46,184,6,0
23923,0,0,2,0,4,4
49528,0,0,0,0,0,0
22602,0,0,0,3,2,0
15761,95,0,120,320,135,185
41417,196,0,0,0,0,0
37939,46,0,20,5,0,0
14001,5,0,11,59,0,0
982,0,0,0,0,0,0
46273,3,0,6,8,8,0
45741,0,0,2,3,0,0
10986,0,0,0,0,0,0
39838,27,0,6,22,10,2
2739,0,0,0,0,0,0
47782,79,0,288,240,176,208
1017,0,0,0,0,0,0
6762,0,0,0,0,0,0
40974,19,0,0,0,76,48
21184,25,0,7,20,8,3
12233,63,0,272,152,12,0
22741,7,0,1,9,5,3
9862,0,0,0,0,0,0
14623,25,0,16,24,11,10
37854,469,0,0,340,0,102
18464,9,0,2,2,0,0
37064,0,0,2,6,0,0
40109,18,0,0,0,0,0
5317,0,0,0,0,0,0
7281,0,0,0,0,0,0
42291,288,0,0,72,0,0
26303,6,0,1,0,1,1
46863,0,0,3,0,0,0
3001,0,0,0,0,0,0
40,0,0,0,0,0,0
23192,286,0,8200,54284,8200,29438
46663,0,0,0,0,0,0
21021,83,0,27,102,48,90
691,0,0,0,0,0,0
26232,11,0,4,10,6,30
38680,0,0,3,1,0,0
26815,0,0,0,2,0,0
25886,0,0,4,0,0,0
6045,0,0,0,0,0,0
41031,1,0,0,0,0,0
49808,0,0,0,0,0,0
40227,15,0,0,1,8,3
5445,0,0,0,0,0,0
8108,0,0,0,0,0,0
26872,4,0,0,0,2,0
17416,104,0,55,132,44,88
6033,0,0,0,0,0,0
23866,60,0,16,32,96,0
37499,4,0,3,6,12,6
2936,0,0,0,0,0,0
611,0,0,0,0,0,0
21509,6,0,16,14,6,6
14903,97,0,0,90,0,0
33998,48,0,9,21,30,12
9536,0,0,0,0,0,0
29415,0,0,3,0,0,0
10533,9,0,32,48,32,16
24114,1,0,0,0,0,0
15674,48,0,60,303,9,15
15933,0,0,2,0,1,1
30035,27,0,42,66,84,174
9244,0,0,0,0,0,0
29647,5,0,2,6,2,0
46572,27,0,0,0,0,0
43005,381,0,0,0,72,54
44219,2,0,1,1,0,0
8203,0,0,0,0,0,0
36153,0,0,4,4,0,0
19548,3,0,20,50,10,80
44393,2,0,0,0,1,0
12118,1,0,0,0,1,0
11529,45,0,5,0,105,135
34713,0,0,0,0,0,0
17977,58,0,9,9,72,0
42900,18,0,4,24,16,20
25443,0,0,1,0,3,1
25649,43,0,42,182,84,210
39107,21,0,4,14,4,10
4681,0,0,0,0,0,0
42939,37,0,21,0,12,3
28621,17,0,12,0,30,24
3737,0,0,0,0,0,0
48262,44,0,5,15,10,30
40047,4,0,0,0,6,3
6141,0,0,0,0,0,0
17011,0,0,20,16,0,0
38362,9,0,5,2,4,0
28139,0,0,1,0,0,0
26059,1,0,0,0,0,0
18534,1,0,0,4,4,0
31868,0,0,0,2,0,0
40610,0,0,0,0,0,0
38431,10,0,4,7,4,6
28812,0,0,0,0,0,0
928,0,0,0,0,0,0
48023,0,0,0,0,0,0
38643,4,0,0,0,6,4
9155,0,0,0,0,0,0
44898,5,0,2,4,2,1
3892,0,0,0,0,0,0
23092,34,0,14,42,30,12
13755,42,0,133,760,0,0
9656,0,0,0,0,0,0
6031,0,0,0,0,0,0
1110,0,0,0,0,0,0
38103,0,0,3,4,1,1
5450,0,0,0,0,0,0
24915,71,0,0,0,0,0
35997,2,0,1,2,3,1
14091,22,0,48,282,84,390
1354,0,0,0,0,0,0
2206,0,0,0,0,0,0
3830,0,0,0,0,0,0
27356,29,0,3,22,3,1
10658,36,3,51,153,18,42
4344,0,0,0,0,0,0
36143,0,0,1,1,1,0
31836,326,0,210,495,360,75
38949,0,0,0,0,0,0
49454,0,0,0,0,0,0
41311,0,0,0,0,0,0
5388,0,0,0,0,0,0
8531,0,0,0,0,0,0
17471,0,0,5,10,0,0
33398,0,0,0,0,0,0
33086,23,0,2,6,10,6
24106,0,0,0,0,0,0
31101,77,0,20,35,90,10
3197,0,0,0,0,0,0
21756,74,0,0,36,0,0
30056,11,0,8,36,0,0
8526,0,0,0,0,0,0
47403,0,0,0,0,0,0
36169,0,0,1,6,1,2
48079,10,0,2,10,4,5
17789,10,0,6,9,12,9
4040,0,0,0,0,0,0
45362,0,0,0,0,0,0
20165,0,0,4,2,0,0
17165,14,0,20,20,16,4
15065,49,0,0,0,0,9
39389,0,0,0,0,0,0
28623,2,0,3,6,2,0
32194,1,0,0,0,0,0
6336,0,0,0,0,0,0
14359,0,0,8,24,2,8
7546,0,0,0,0,0,0
42817,19,0,48,184,32,40
1798,0,0,0,0,0,0
28252,0,0,0,0,0,0
24452,137,0,8,8,48,12
8361,0,0,0,0,0,0
10262,466,66,0,66,0,0
22642,4,0,18,14,2,2
2656,0,0,0,0,0,0
4635,0,0,0,0,0,0
31834,5,0,1,4,3,3
5912,0,0,0,0,0,0
44927,3,0,3,6,2,5
20645,9,0,1,1,1,11
18005,13,0,2,11,4,2
16025,12,0,5,5,4,8
19693,12,0,8,82,10,4
14852,1,0,2,8,0,0
49156,17,0,0,0,21,294
28873,0,0,0,0,0,0
29050,0,0,0,0,0,0
3235,0,0,0,0,0,0
47637,4,0,0,0,0,0
13900,0,0,2,0,0,0
17396,15,0,6,6,12,12
19053,4,0,0,0,12,4
26251,0,0,1,1,2,1
27730,31,0,7,38,4,17
33528,0,0,0,0,0,0
12729,143,0,266,77,308,147
18852,0,0,0,0,0,0
22995,50,0,40,85,55,135
16624,152,0,90,243,162,333
2255,0,0,0,0,0,0
33583,44,0,4,28,2,6
15915,29,4,16,68,28,28
38912,15,0,1,0,3,3
2667,0,0,0,0,0,0
47867,12,0,0,0,0,0
28431,121,0,32,136,96,40
32796,1,0,0,0,0,0
4395,0,0,0,0,0,0
21317,3,0,8,7,3,1
20689,2,0,3,6,0,0
8863,0,0,0,0,0,0
9147,0,0,0,0,0,0
25884,126,0,67,67,0,0
30993,10,0,2,8,6,6
1629,0,0,0,0,0,0
49,0,0,0,0,0,0
41919,3,0,0,0,0,0
15718,7,0,6,9,6,18
12308,16,0,0,0,133,196
39221,0,0,0,2,2,2
37708,19,0,26,52,30,100
41142,46,0,0,0,5,0
3415,0,0,0,0,0,0
14636,4,0,6,2,0,0
3343,0,0,0,0,0,0
40794,2,0,1,0,2,2
21484,8,0,5,10,4,2
38725,0,0,1,0,1,2
31769,12,0,3,9,4,7
23469,734,0,0,65,0,0
32872,4,0,2,2,0,0
4918,0,0,0,0,0,0
15202,26,0,0,0,4,0
33475,35,0,30,312,39,6
28204,61,0,36,288,420,420
20933,0,0,4,1,0,0
31790,0,0,4,0,8,4
2577,0,0,0,0,0,0
32521,250,0,70,665,560,490
45376,128,60,54,102,48,6
13832,0,0,0,0,0,0
15796,0,0,2,2,0,0
9712,0,0,0,0,0,0
34158,47,0,6,30,6,36
700,0,0,0,0,0,0
13788,242,15,345,1275,300,375
9988,0,0,0,0,0,0
25361,0,0,0,0,0,0
24199,3,0,2,3,2,0
5866,0,0,0,0,0,0
36313,10,0,0,0,0,0
49522,0,0,0,0,0,0
4386,0,0,0,0,0,0
9605,0,0,0,0,0,0
14449,155,0,184,856,136,136
43242,31,0,4,8,0,0
3528,0,0,0,0,0,0
42003,473,0,0,0,0,36
16514,0,0,42,84,0,0
4728,0,0,0,0,0,0
40305,7,0,6,10,12,24
45267,0,0,1,0,1,0
35171,10,2,28,116,2,8
1740,0,0,0,0,0,0
4824,0,0,0,0,0,0
3216,0,0,0,0,0,0
15124,43,0,75,65,35,20
10859,22,0,4,4,24,20
5354,0,0,0,0,0,0
41843,322,0,0,72,0,12
5673,0,0,0,0,0,0
32866,5,0,0,0,0,0
48941,34,0,2,1,2,1
12828,31,0,0,90,0,0
17580,22,0,28,50,12,12
48520,0,0,0,0,0,0
47917,228,0,0,60,0,0
2182,0,0,0,0,0,0
21884,0,0,2,2,0,0
23225,0,0,0,0,0,1
6513,0,0,0,0,0,0
6007,0,0,0,0,0,0
14994,15,0,3,0,78,66
3794,0,0,0,0,0,0
22768,41,0,12,75,3,3
4245,0,0,0,0,0,0
30778,0,0,1,0,0,0
32541,386,0,77,143,77,44
19962,8,6,90,84,30,6
18598,1,0,0,2,1,0
2914,0,0,0,0,0,0
26103,2,0,0,0,0,0
2159,0,0,0,0,0,0
25912,3,0,0,0,6,6
11059,9,0,36,126,0,0
47871,1,0,3,5,0,0
29851,10,0,2,0,0,0
23183,0,0,0,0,0,0
26636,5,0,0,8,0,0
40054,37,0,3,3,0,0
7938,0,0,0,0,0,0
35700,5,0,1,1,1,1
40672,1,0,3,6,0,0
17173,0,0,4,12,2,0
15619,1,0,12,15,0,0
28501,0,0,16,4,0,0
16351,106,0,210,410,160,90
19552,0,0,0,0,0,0
33678,31,0,8,6,12,18
22199,113,0,324,270,0,0
24874,15,0,0,0,0,0
15209,17,0,0,0,121,1804
21018,123,0,42,90,162,54
17202,14,0,10,24,4,8
16039,7,0,80,192,48,64
36717,0,0,0,0,1,1
30582,30,0,42,119,21,49
15819,28,0,24,129,30,87
8735,0,0,0,0,0,0
28154,65,0,0,0,0,0
14804,0,0,0,16,0,0
13717,4,0,0,0,4,0
26304,20,0,6,12,6,6
35352,23,0,4,18,0,0
6205,0,0,0,0,0,0
45994,0,0,0,0,0,0
24383,6,2,8,48,8,20
44193,0,0,0,0,0,0
30275,7,0,2,0,0,0
11895,0,0,1,0,0,0
37262,119,175,100,100,0,0
49396,0,0,0,0,0,0
35634,0,0,1,2,0,0
34497,229,0,14,56,0,0
14611,28,0,24,60,0,0
9570,0,0,0,0,0,0
18767,0,0,0,0,0,0
12175,28,0,80,155,0,5
25292,147,0,0,0,0,0
49014,10,0,2,2,8,31
15533,0,0,0,18,9,0
2233,0,0,0,0,0,0
4578,0,0,0,0,0,0
9344,0,0,0,0,0,0
17960,20,0,120,595,10,10
7244,0,0,0,0,0,0
46145,6,0,2,8,0,0
39740,19,0,2,0,4,2
29667,0,0,6,0,0,0
37990,264,84,0,42,0,0
19979,20,0,8,20,12,0
46021,37,0,10,18,12,28
39141,92,0,30,200,240,150
11154,15,0,18,68,8,8
18451,1,0,1,0,0,0
48456,16,0,0,0,2,2
7020,0,0,0,0,0,0
425,0,0,0,0,0,0
6180,0,0,0,0,0,0
7744,0,0,0,0,0,0
45920,27,0,0,0,0,0
11254,64,0,0,0,140,0
16318,15,0,28,104,0,0
41352,0,0,4,32,0,0
40265,32,0,203,261,0,0
7897,0,0,0,0,0,0
23808,64,0,90,370,40,50
10368,0,0,2,1,3,5
43579,2651,222,444,1998,0,0
13448,414,30,525,420,75,30
46602,7,0,2,2,4,0
21364,0,0,0,1,0,0
5032,0,0,0,0,0,0
18430,49,0,16,20,140,164
39187,131,0,156,468,780,24
31371,0,0,8,4,0,0
1818,0,0,0,0,0,0
15884,8,0,48,92,16,44
3927,0,0,0,0,0,0
6862,0,0,0,0,0,0
12433,4,0,10,18,14,116
36673,145,0,3,3,12,12
26658,176,0,70,210,0,0
48808,3,0,2,6,0,0
39840,2,0,0,0,1,1
8245,0,0,0,0,0,0
48547,0,0,2,3,0,0
6593,0,0,0,0,0,0
9058,0,0,0,0,0,0
7135,0,0,0,0,0,0
4776,0,0,0,0,0,0
12294,0,0,0,0,0,0
13945,0,0,14,12,2,6
1348,0,0,0,0,0,0
32787,89,0,20,0,310,110
31062,9,0,1,2,3,2
47609,0,0,0,0,0,0
223,0,0,0,0,0,0
21253,0,0,7,6,0,0
15968,28,0,68,140,0,0
16847,37,0,22,20,18,4
2568,0,0,0,0,0,0
27494,7,0,3,0,12,6
3493,0,0,0,0,0,0
7353,0,0,0,0,0,0
29151,0,0,0,0,0,0
30690,7,0,0,0,0,0
35611,11,0,20,35,0,0
4198,0,0,0,0,0,0
43164,0,0,0,0,6,0
29392,31,0,0,0,0,0
6921,0,0,0,0,0,0
4914,0,0,0,0,0,0
3752,0,0,0,0,0,0
30881,304,0,78,78,0,0
459,0,0,0,0,0,0
15771,0,0,0,0,0,0
7925,0,0,0,0,0,0
3357,0,0,0,0,0,0
25472,16,0,1,0,5,7
22551,0,0,0,0,0,0
18945,435,24,216,780,60,168
16570,619,0,0,0,0,0
2883,0,0,0,0,0,0
13978,9,0,30,78,42,36
7471,0,0,0,0,0,0
42273,0,0,1,0,3,0
8159,0,0,0,0,0,0
39173,22,0,7,21,0,0
27965,157,12,36,60,148,116
5158,0,0,0,0,0,0
14952,0,0,0,0,0,0
1403,0,0,0,0,0,0
47370,17,0,3,0,0,0
10125,29,0,4,28,20,20
31389,0,0,0,4,0,0
8608,0,0,0,0,0,0
389,0,0,0,0,0,0
5574,0,0,0,0,0,0
9758,0,0,0,0,0,0
18353,5,0,4,6,3,2
40368,0,0,0,0,0,0
13074,84,0,105,510,85,85
35004,0,0,0,0,0,0
38378,0,0,0,0,0,0
16129,55,0,0,12,60,108
31347,73,0,42,112,0,0
39925,175,0,28,42,252,28
27050,181,0,0,0,0,0
25946,1655,0,2420,5885,5500,11000
29734,0,0,2,4,0,0
25979,81,0,102,666,348,78
41541,6,0,0,0,0,0
21598,54,0,40,110,70,90
45831,4,0,4,0,0,0
6859,0,0,0,0,0,0
40457,3,0,8,33,0,0
14152,10,0,21,39,6,15
27442,0,0,0,1,0,0
338,0,0,0,0,0,0
13511,13,0,0,8,32,0
7595,0,0,0,0,0,0
15061,207,32,224,1504,96,992
3259,0,0,0,0,0,0
3954,0,0,0,0,0,0
47884,21,0,2,8,2,20
22673,2,0,1,0,0,3
9830,0,0,0,0,0,0
23432,2,0,0,0,6,0
2474,0,0,0,0,0,0
36846,22,0,4,1,12,22
15180,336,0,123,1312,123,41
14999,605,0,270,648,0,0
4115,0,0,0,0,0,0
351,0,0,0,0,0,0
23995,9,0,2,1,1,4
5743,0,0,0,0,0,0
26792,137,16,104,344,160,208
29780,7,0,15,40,15,5
20706,5,0,1,0,3,2
24113,0,0,1,3,0,0
39517,4,0,1,0,0,0
18624,1,0,1,0,0,0
43948,0,0,0,0,0,0
11101,1,0,9,33,9,9
35863,3,0,0,0,2,1
48264,11,0,0,0,0,0
31105,6,0,2,1,2,1
4996,0,0,0,0,0,0
44696,9,0,3,2,2,4
18273,169,0,30,160,20,0
9168,0,0,0,0,0,0
16156,0,0,0,0,0,0
29445,27,0,12,36,0,0
32193,109,0,40,288,24,16
35433,0,0,0,0,0,0
7321,0,0,0,0,0,0
4045,0,0,0,0,0,0
3930,0,0,0,0,0,0
10160,0,0,0,5,0,0
24883,17,0,7,24,3,5
4941,0,0,0,0,0,0
7071,0,0,0,0,0,0
18836,8,0,2,16,2,2
28671,4,0,6,15,0,0
3433,0,0,0,0,0,0
18742,1,0,16,30,0,0
20335,96,0,6,18,102,138
23877,54,0,112,252,98,175
34524,2,0,1,7,0,0
38828,0,0,0,0,0,0
30317,34,0,0,0,120,300
29036,65,0,56,336,4,0
38499,376,0,24,120,144,0
49128,0,0,4,3,2,0
20326,88,0,96,324,140,160
47698,25,0,0,0,0,0
21477,234,0,990,910,980,490
35314,11,0,0,0,0,0
7898,0,0,0,0,0,0
13080,4,0,2,6,2,0
25125,36,0,0,0,0,0
2458,0,0,0,0,0,0
27215,50,0,22,72,0,0
16833,18,0,1,1,3,1
38910,5,0,0,0,2,0
14083,0,0,2,4,0,0
35067,1,0,1,4,3,8
45109,0,0,4,0,0,0
40125,4,0,0,0,14,0
24417,58,0,6,18,0,0
847,0,0,0,0,0,0
48013,49,0,18,36,0,0
48057,19,0,6,18,7,2
6816,0,0,0,0,0,0
24067,64,0,0,0,0,0
1129,0,0,0,0,0,0
25769,0,0,0,0,0,0
15507,1,0,5,22,1,4
36094,32,0,24,45,30,12
582,0,0,0,0,0,0
12883,0,0,0,576,0,0
5173,0,0,0,0,0,0
38776,0,0,0,0,12,4
2527,0,0,0,0,0,0
11953,19,0,3,3,5,5
17422,487,0,0,0,0,0
2848,0,0,0,0,0,0
3103,0,0,0,0,0,0
28954,29,0,0,0,4,0
42578,41,0,65,10,195,20
39196,0,0,9,9,9,9
11993,0,0,0,0,0,0
45561,4,0,0,0,4,6
29864,0,0,0,0,0,0
26852,112,0,468,63,81,9
24547,120,84,0,0,0,0
16749,2,0,12,12,0,0
43165,0,0,0,0,0,0
38173,0,0,0,0,2,2
46144,22,0,0,0,0,0
20169,72,0,12,28,0,0
7860,0,0,0,0,0,0
7483,0,0,0,0,0,0
23737,4,0,0,0,0,0
20123,0,0,2,1,0,0
29896,0,0,0,0,0,0
44522,9,0,12,18,4,2
12301,1,0,2,4,2,7
42808,7,0,1,4,10,19
36761,13,0,4,8,66,66
13479,0,0,2,0,0,0
38158,0,0,2,1,0,0
13669,0,0,0,0,0,0
26324,11,0,45,18,0,0
8116,0,0,0,0,0,0
29288,36,0,0,0,25,55
22590,0,0,4,4,4,0
33769,3,0,3,3,1,3
23219,0,0,6,4,4,0
30571,2,0,1,0,0,0
26007,0,0,0,0,0,0
38230,120,34,0,0,140,188
45269,28,0,0,0,0,24
5140,0,0,0,0,0,0
32041,17,0,0,0,24,0
7228,0,0,0,0,0,0
5095,0,0,0,0,0,0
47597,103,10,10,0,0,0
9906,0,0,0,0,0,0
10701,18,0,0,6,0,0
22753,0,0,3,5,3,1
950,0,0,0,0,0,0
4530,0,0,0,0,0,0
2862,0,0,0,0,0,0
36679,0,0,0,2,2,0
33513,89,0,90,972,414,0
13883,318,0,186,589,558,1023
20112,0,0,12,6,0,0
42841,2,0,0,39,0,0
25480,0,0,0,0,0,0
16162,18,0,16,32,12,8
18954,25,3,21,57,6,6
5112,0,0,0,0,0,0
8241,0,0,0,0,0,0
7096,0,0,0,0,0,0
5960,0,0,0,0,0,0
1066,0,0,0,0,0,0
25260,4,0,0,0,0,0
20858,0,0,0,0,0,0
10234,1,0,4,3,1,3
29925,8,0,4,8,16,12
33757,55,0,28,91,21,14
5926,0,0,0,0,0,0
26053,31,0,75,660,75,120
34301,36,0,0,0,0,0
5,0,0,0,0,0,0
1847,0,0,0,0,0,0
17078,4,0,1,3,2,3
4213,0,0,0,0,0,0
37091,24,0,24,72,6,42
44267,0,0,1,0,0,0
10865,0,0,8,20,5,8
29848,0,0,0,0,0,0
21874,0,0,0,9,2,1
22620,190,0,186,432,0,0
15249,2,0,0,0,1,0
6477,0,0,0,0,0,0
26051,6,0,1,0,1,1
18517,6,0,4,2,0,0
34115,389,0,112,576,320,416
36156,7,0,11,34,0,0
12874,207,0,0,0,0,0
19260,8,0,4,6,4,26
18474,27,2,32,114,8,20
5350,0,0,0,0,0,0
33936,0,0,8,8,0,0
7888,0,0,0,0,0,0
28413,139,0,165,154,286,143
36130,0,0,1,0,1,1
939,0,0,0,0,0,0
33963,414,0,0,62,0,0
17148,5,0,2,0,4,4
6994,0,0,0,0,0,0
239,0,0,0,0,0,0
2382,0,0,0,0,0,0
21633,35,0,7,28,21,0
26396,0,0,0,0,0,0
1108,0,0,0,0,0,0
11113,2,0,0,0,2,0
29997,82,7,70,182,0,0
8635,0,0,0,0,0,0
24178,4,0,0,0,1,0
12773,0,0,0,0,0,0
29168,215,0,44,132,44,44
7214,0,0,0,0,0,0
13537,89,0,84,64,136,48
24544,0,0,0,0,0,0
39902,776,41,0,0,0,0
4672,0,0,0,0,0,0
5489,0,0,0,0,0,0
11369,18,0,20,30,0,0
2987,0,0,0,0,0,0
36609,45,0,5,10,25,20
3172,0,0,0,0,0,0
46500,0,0,0,0,0,0
12979,6,0,0,0,28,24
22923,41,0,8,16,44,0
27389,0,0,0,0,0,0
29654,1,0,0,1,0,0
39168,7,0,1,0,3,1
40407,6,0,7,53,5,7
14864,192,49,189,441,175,378
36996,81,0,16,80,26,80
28818,10,0,8,48,2,4
5957,0,0,0,0,0,0
11671,4,0,2,0,1,1
12707,3,0,0,1,1,3
6982,0,0,0,0,0,0
4075,0,0,0,0,0,0
8318,0,0,0,0,0,0
241,0,0,0,0,0,0
11582,80,0,192,438,96,42
21996,5,0,3,9,1,6
26983,0,0,1,2,0,0
6383,0,0,0,0,0,0
18856,61,0,90,310,50,20
11259,15,0,0,0,0,0
2832,0,0,0,0,0,0
13274,1,0,20,30,0,0
1931,0,0,0,0,0,0
7872,0,0,0,0,0,0
38840,0,0,0,0,1,0
25434,87,0,49,196,189,175
12598,0,0,0,66,0,0
13854,1,0,0,0,0,0
9709,0,0,0,0,0,0
14235,12,0,18,40,32,40
33428,0,0,3,3,0,0
33190,8,0,1,1,0,0
49083,0,0,0,0,0,0
13858,0,0,1,2,0,0
35842,2,0,20,48,60,116
2665,0,0,0,0,0,0
49359,137,10,140,370,0,0
28996,0,0,0,0,0,0
32522,0,0,0,0,0,0
41675,0,0,0,0,0,0
3685,0,0,0,0,0,0
15963,85,0,16,82,56,40
23111,0,0,7,35,7,0
317,0,0,0,0,0,0
24028,0,0,9,3,3,3
25951,3,0,6,22,2,0
7881,0,0,0,0,0,0
7203,0,0,0,0,0,0
16586,0,0,0,0,0,0
1970,0,0,0,0,0,0
35487,29,0,17,68,0,0
49842,0,0,0,0,0,0
29634,0,0,1,2,6,5
15881,37,0,22,60,14,8
28681,0,0,6,6,0,0
2141,0,0,0,0,0,0
21796,41,0,6,0,12,15
27839,0,0,0,0,0,0
42294,163,0,12,24,132,18
45730,3,0,1,2,0,0
14867,17,0,10,16,10,6
27291,0,0,0,0,0,0
1370,0,0,0,0,0,0
9806,0,0,0,0,0,0
32058,2,0,8,0,4,0
14076,42,0,56,68,52,84
1921,0,0,0,0,0,0
3626,0,0,0,0,0,0
24755,11,0,4,10,6,6
1326,0,0,0,0,0,0
42235,36,0,20,26,130,116
4450,0,0,0,0,0,0
42700,0,0,0,0,0,0
42217,0,0,0,0,0,0
23509,7,0,12,44,8,12
7687,0,0,0,0,0,0
20043,31,0,24,116,68,80
37916,0,0,0,0,0,0
15017,19,0,32,28,68,16
29132,9,0,8,28,0,0
19137,0,0,0,0,0,0
23294,60,0,4,8,0,6
2302,0,0,0,0,0,0
9921,0,0,0,0,0,0
20559,8,0,20,130,30,20
34691,2,0,1,1,0,0
45548,1,0,6,4,0,0
5646,0,0,0,0,0,0
34706,0,0,1,2,0,0
46311,6,0,4,2,2,2
15385,0,0,0,0,2,0
1219,0,0,0,0,0,0
18568,106,18,72,456,168,6
23881,0,0,40,0,60,40
19604,262,0,132,704,0,0
9319,0,0,0,0,0,0
45409,2,0,2,4,2,8
26013,0,0,0,0,0,0
36934,407,0,228,324,108,12
6602,0,0,0,0,0,0
25193,55,0,88,200,128,128
32988,15,0,2,9,0,0
33743,6,0,0,0,1,1
1002,0,0,0,0,0,0
24775,35,0,2,18,0,0
15429,26,0,34,34,34,34
40128,0,0,2,3,0,0
38822,3,0,1,1,2,1
571,0,0,0,0,0,0
