new_repo_index,CommitEvent,CommitCommentEvent,IssueEvent,IssueCommentEvent,PullRequestEvent,PullRequestCommentEvent
10242,1,0,3,4,2,0
2515,0,0,0,0,0,0
20720,3,0,1,1,1,1
18122,579,20,10,80,60,20
21133,203,0,42,24,30,30
1920,0,0,0,0,0,0
14150,14,0,5,4,0,0
18485,59,0,26,66,34,6
9042,0,0,24,21,3,0
17369,0,0,10,6,6,4
15404,0,0,1,0,0,0
3339,0,0,0,0,0,0
18769,0,0,0,0,0,0
5519,0,0,0,0,0,0
10943,1,0,32,108,0,0
21417,67,0,112,140,126,224
2992,0,0,0,0,0,0
25003,91,0,0,0,18,0
21633,0,0,0,0,1,0
1280,0,0,0,0,0,0
6636,0,0,0,0,0,0
17467,179,0,0,0,0,0
16165,2,0,1,4,0,0
2840,0,0,0,0,0,0
1169,0,0,0,0,0,0
5208,0,0,0,0,0,0
7945,16,0,18,102,27,9
8145,24,0,20,56,84,80
20436,4,0,2,2,8,2
8697,7,0,40,108,20,20
4187,0,0,0,0,0,0
13658,3,0,44,76,32,80
20202,59,0,12,10,0,0
13073,0,0,11,33,7,0
20489,0,0,0,0,0,0
14004,0,0,38,95,19,38
10575,10,0,6,52,6,8
5649,0,0,0,0,0,0
22562,19,0,0,0,0,0
6195,0,0,0,0,0,0
12517,2569,1116,0,0,0,0
13304,1,0,12,0,0,0
3788,0,0,0,0,0,0
799,0,0,0,0,0,0
7548,0,0,3,4,0,0
11828,17,0,0,0,18,9
16043,4,0,6,16,2,2
12863,179,0,70,130,0,0
23714,34,0,12,36,45,48
14659,1,0,24,66,0,0
10305,53,0,15,45,78,27
5799,0,0,0,0,0,0
4708,0,0,0,0,0,0
23075,33,0,0,4,24,20
17367,0,0,1,2,6,5
5358,0,0,0,0,0,0
10852,18,0,0,4,0,0
21532,0,0,6,0,0,0
3833,0,0,0,0,0,0
9730,320,33,396,1386,0,0
4772,0,0,0,0,0,0
24456,35,0,14,24,40,42
9597,152,0,0,16,0,0
18279,78,0,32,68,76,16
13465,91,0,32,68,140,168
8909,3,0,9,30,6,30
14009,215,0,0,0,0,0
15365,0,0,1,0,0,0
3290,0,0,0,0,0,0
21793,45,0,3,0,6,0
24922,663,0,0,0,721,103
24673,0,0,0,0,0,0
18626,0,0,6,0,6,18
15250,66,0,20,36,0,0
3933,0,0,0,0,0,0
13548,98,0,8,8,284,172
14575,14,0,12,12,4,8
7351,14,0,14,86,18,70
15347,74,0,0,0,0,0
8911,211,0,28,64,4,0
6592,0,0,0,0,0,0
22476,0,0,1,0,0,0
9736,10,0,9,21,0,0
227,0,0,0,0,0,0
1261,0,0,0,0,0,0
5530,0,0,0,0,0,0
1003,0,0,0,0,0,0
23084,71,0,15,45,10,0
17764,2,0,8,40,8,8
14702,40,0,24,38,32,90
8668,159,0,0,9,0,0
168,0,0,0,0,0,0
23345,0,0,0,0,0,0
2164,0,0,0,0,0,0
21663,0,0,0,0,0,0
11918,9,0,3,18,9,0
17076,29,0,0,0,4,0
22542,87,0,0,0,160,16
14676,43,0,30,102,0,0
18578,0,0,0,0,0,0
15952,109,19,0,0,0,0
15872,29,0,0,11,0,0
23919,17,0,0,0,4,0
6904,0,0,0,0,0,0
10180,300,0,162,696,0,0
5833,0,0,0,0,0,0
12997,47,0,21,7,7,7
10224,11,0,6,30,10,5
10694,16,0,10,40,5,25
3348,0,0,0,0,0,0
12674,1,0,1,2,0,1
8970,28,0,39,84,9,45
22383,0,0,0,0,0,0
6880,0,0,0,0,0,0
21370,0,0,0,0,1,0
1896,0,0,0,0,0,0
522,0,0,0,0,0,0
11370,104,0,55,132,44,88
1026,0,0,0,0,0,0
12036,0,0,4,4,0,0
17763,3,0,0,0,0,0
15882,6,0,1,0,1,1
4062,0,0,0,0,0,0
20490,50,0,28,63,63,112
9599,0,0,0,0,5,1
24709,0,0,0,0,7,8
881,0,0,0,0,0,0
10738,14,0,0,0,2,4
8703,132,0,4,8,0,0
59,0,0,0,0,0,0
7600,37,0,12,63,12,36
6821,0,0,0,0,0,0
1278,0,0,0,0,0,0
21062,0,0,0,0,0,0
20360,0,0,3,5,7,0
11024,15,0,3,9,6,0
5770,0,0,0,0,0,0
11280,0,0,8,8,0,0
5416,0,0,0,0,0,0
1465,0,0,0,0,0,0
16827,24,0,0,0,36,0
24274,61,0,0,0,6,4
4100,0,0,0,0,0,0
6570,0,0,0,0,0,0
5315,0,0,0,0,0,0
16537,280,0,144,270,0,18
14294,164,0,322,231,7,7
4171,0,0,0,0,0,0
6986,0,0,0,0,0,0
24014,3,0,0,0,0,0
1190,0,0,0,0,0,0
15295,19,0,4,10,2,10
1513,0,0,0,0,0,0
11372,12,0,9,27,9,15
20030,23,0,0,0,8,0
9859,29,0,6,26,4,8
24375,24,0,2,2,2,0
18986,0,0,1,0,0,0
17085,9,0,0,0,0,0
18140,20,0,16,4,36,32
22678,5,0,0,0,0,0
24548,373,0,66,33,0,0
13062,7,0,4,10,0,0
21200,439,0,96,64,192,0
14636,7,0,0,0,9,18
453,0,0,0,0,0,0
24994,3,0,0,0,2,2
7782,0,0,2,0,2,2
23749,0,0,0,0,0,0
19052,12,0,3,1,3,3
22433,66,0,8,10,4,12
20451,24,0,4,9,0,0
15731,81,0,102,666,348,78
1928,0,0,0,0,0,0
10775,15,0,28,104,0,0
11546,12,0,36,20,20,12
13606,2,0,0,0,5,0
8477,46,0,0,152,0,0
15878,0,0,0,0,0,0
3560,0,0,0,0,0,0
9932,0,0,1,1,1,0
10097,38,0,32,152,72,120
11237,51,0,21,102,18,24
19592,63,0,105,147,180,414
9024,0,0,0,0,0,0
18612,0,0,0,0,0,0
17202,46,0,18,0,90,60
142,0,0,0,0,0,0
9453,185,0,156,455,728,65
7435,2,0,2,4,0,0
22019,755,0,0,0,0,0
23157,14,0,0,0,4,4
6125,0,0,0,0,0,0
11928,9,0,12,228,16,4
4623,0,0,0,0,0,0
20498,5,0,0,3,4,7
18480,126,0,70,133,441,546
23042,38,0,10,40,0,5
2311,0,0,0,0,0,0
495,0,0,0,0,0,0
19707,22,0,0,0,0,0
7858,9,0,0,0,0,0
12749,8,6,90,84,30,6
11065,116,0,21,21,63,0
10263,201,0,0,132,0,0
23654,4,0,1,6,0,0
4287,0,0,0,0,0,0
16239,4,0,10,66,4,0
12387,0,48,72,516,0,60
8237,0,0,0,0,0,0
1054,0,0,0,0,0,0
7130,71,4,100,356,32,68
16425,2,0,10,12,2,0
9830,0,0,15,45,0,0
22594,14,0,0,0,13,2
20382,0,0,3,9,3,0
22543,0,0,1,2,1,0
21522,22,0,3,24,0,0
7366,68,0,58,224,92,188
12392,1,0,12,19,0,0
22239,386,0,68,204,68,68
11154,30,0,28,96,12,4
17220,18,0,0,0,0,0
17922,44,0,12,21,39,51
15260,78,0,12,20,4,16
2472,0,0,0,0,0,0
5033,0,0,0,0,0,0
14546,8,0,20,80,4,0
2101,0,0,0,0,0,0
1471,0,0,0,0,0,0
17694,736,0,696,2160,1128,1692
12029,80,0,24,144,282,564
1958,0,0,0,0,0,0
5782,0,0,0,0,0,0
13300,0,0,0,12,0,0
6392,0,0,0,0,0,0
6829,0,0,0,0,0,0
5714,0,0,0,0,0,0
11473,0,0,1,8,2,0
17282,2,0,10,21,0,0
7262,6,0,0,0,0,0
22885,0,0,15,25,0,0
7199,52,0,90,185,155,385
18716,0,0,0,4,0,0
11290,1,0,6,0,0,0
10930,28,0,78,144,42,30
11623,8,0,6,18,3,0
1962,0,0,0,0,0,0
12912,35,0,1,1,0,0
4822,0,0,0,0,0,0
5073,0,0,0,0,0,0
16598,0,0,0,0,0,0
12625,0,0,0,0,0,0
11318,34,0,55,40,315,200
117,0,0,0,0,0,0
5931,0,0,0,0,0,0
14314,42,0,28,62,2,6
1246,0,0,0,0,0,0
5383,0,0,0,0,0,0
16014,0,0,2,0,0,1
18056,7,0,35,125,10,45
17077,11,0,0,0,0,0
12384,0,0,0,0,0,0
22717,1,0,0,1,0,0
21872,41,0,2,10,20,8
24316,7,0,5,0,20,25
4594,0,0,0,0,0,0
24977,0,0,0,0,3,1
14095,0,0,3,6,0,3
829,0,0,0,0,0,0
24087,18,0,20,8,16,0
17046,35,0,10,30,0,0
24578,4,0,1,1,0,0
173,0,0,0,0,0,0
9806,3,2,8,16,6,2
6026,0,0,0,0,0,0
24967,0,0,0,0,16,4
20646,0,0,1,0,0,0
3776,0,0,0,0,0,0
5419,0,0,0,0,0,0
14514,0,0,0,0,1,0
8725,0,0,2,2,0,2
4613,0,0,0,0,0,0
622,0,0,0,0,0,0
14450,55,0,24,68,120,184
11149,0,0,4,16,0,0
21531,0,0,0,0,0,0
1221,0,0,0,0,0,0
12057,0,0,4,6,0,0
9353,0,0,1,2,0,0
9388,0,0,1,2,1,0
10876,62,0,72,224,8,0
21118,0,0,3,7,0,0
6999,0,0,0,0,0,0
11860,3,0,2,12,0,0
7014,0,0,0,0,0,0
20176,20,0,0,0,324,108
4851,0,0,0,0,0,0
2108,0,0,0,0,0,0
23392,3,0,3,6,2,5
15892,6,0,0,4,12,4
21594,8,0,1,3,2,0
7388,31,0,105,574,224,455
23678,0,0,0,0,1,0
1046,0,0,0,0,0,0
16399,114,0,8,4,4,0
24495,0,0,0,0,0,0
2107,0,0,0,0,0,0
13933,13,0,40,16,20,44
15437,22,0,16,78,4,0
24870,0,0,0,0,1,0
5847,0,0,0,0,0,0
14810,2,0,0,2,1,0
24801,0,0,0,0,0,0
14928,35,0,45,63,0,0
7424,0,0,0,0,0,0
807,0,0,0,0,0,0
21115,0,0,1,0,0,0
17384,0,0,0,0,0,0
13675,9,0,0,0,150,240
9255,25,0,28,104,28,48
1748,0,0,0,0,0,0
14731,2,0,1,2,1,0
14440,4,0,24,60,0,0
20455,0,0,0,0,0,0
5413,0,0,0,0,0,0
22133,2,0,0,0,0,0
3,0,0,0,0,0,0
5909,0,0,0,0,0,0
15897,3,0,3,0,0,0
24954,0,0,0,0,0,0
24629,36,0,12,0,0,0
11073,35,0,34,64,36,58
13329,13,0,2,5,1,1
4764,0,0,0,0,0,0
24767,198,0,0,0,0,0
12981,34,0,24,28,16,12
3553,0,0,0,0,0,0
16724,0,0,0,0,0,0
18797,142,0,120,340,200,240
19900,55,0,3,7,4,4
24944,0,0,0,0,0,0
11311,57,0,15,72,27,39
21030,0,0,5,10,0,0
18501,3,0,0,6,3,0
18697,186,0,50,150,0,0
5601,0,0,0,0,0,0
15351,2,0,15,5,10,15
20507,1,0,0,0,0,0
2434,0,0,0,0,0,0
20801,0,0,0,0,0,0
3355,0,0,0,0,0,0
24846,0,0,0,0,0,0
15481,29,0,8,36,12,32
12730,1,0,1,1,3,0
21562,2,0,21,84,14,0
22125,4,0,1,0,0,0
13865,113,0,324,270,0,0
1540,0,0,0,0,0,0
213,0,0,0,0,0,0
9644,0,0,1,2,11,0
1523,0,0,0,0,0,0
10368,1,0,12,15,0,0
24061,0,0,0,0,0,0
7084,137,0,220,140,0,0
11936,9,0,2,2,0,0
7651,3,0,104,182,78,0
18886,17,0,20,60,18,34
18819,2,0,10,40,2,0
11982,2,0,4,6,0,2
17512,8,0,5,3,5,3
18321,0,0,0,0,0,0
1521,0,0,0,0,0,0
10577,0,0,0,1,0,0
17082,9,0,16,32,16,16
6262,0,0,0,0,0,0
16281,35,0,0,0,75,300
13582,2,0,0,0,0,0
12426,12,0,8,60,6,6
7281,18,0,0,0,0,0
22949,24,0,4,8,4,0
15016,0,0,0,0,0,0
15011,0,0,0,0,0,0
12962,0,0,1,0,1,0
16072,0,0,1,1,0,0
13221,157,0,26,6,122,188
9183,48,0,0,20,0,0
11818,15,0,30,35,10,5
9902,150,0,100,100,20,10
1031,0,0,0,0,0,0
2268,0,0,0,0,0,0
17054,252,195,0,0,0,0
1073,0,0,0,0,0,0
23335,12,0,32,24,0,0
13642,0,0,0,0,0,0
5330,0,0,0,0,0,0
7254,33,0,30,153,6,6
4917,0,0,0,0,0,0
19584,2,0,0,0,0,0
14629,104,0,33,12,99,93
16048,85,0,9,12,6,9
12193,0,0,2,4,0,0
12353,29,0,4,6,2,0
24782,1,0,0,0,0,0
24221,0,0,0,0,0,0
23149,4,0,0,9,12,9
11511,51,0,14,38,22,2
17418,510,0,0,0,330,66
22730,55,0,6,10,0,0
12236,11,0,6,3,0,0
12250,212,0,16,48,44,8
19208,2,0,3,3,4,9
22794,0,0,1,0,1,0
19874,15,0,1,1,3,5
278,0,0,0,0,0,0
3958,0,0,0,0,0,0
18474,179,5,180,860,495,755
20330,13,0,36,45,0,0
11598,77,0,8,20,24,12
24692,6,0,0,0,0,0
9829,21,0,36,60,0,72
20761,14,0,2,2,38,12
1087,0,0,0,0,0,0
3709,0,0,0,0,0,0
3233,0,0,0,0,0,0
24423,49,0,18,36,0,0
6693,0,0,0,0,0,0
2627,0,0,0,0,0,0
18665,108,7,112,266,140,448
13321,0,0,2,2,0,0
3916,0,0,0,0,0,0
22572,66,0,27,78,0,0
12905,5,0,4,6,0,0
7417,16,0,42,184,6,8
5499,0,0,0,0,0,0
17051,0,0,0,3,0,0
24761,12,0,0,0,0,0
13364,0,0,12,0,0,0
25026,0,0,1,3,2,3
7403,0,0,1,0,0,0
18707,46,0,0,24,0,0
11500,0,0,5,5,1,0
15541,13,0,28,56,0,0
3626,0,0,0,0,0,0
22073,0,0,0,0,0,0
16746,38,0,6,27,21,66
14147,37,22,55,275,154,550
14380,80,0,56,238,14,28
9115,0,0,9,10,2,0
19728,103,0,12,18,0,0
19775,0,0,1,2,4,4
21878,19,0,20,58,12,20
319,0,0,0,0,0,0
22713,245,0,30,75,0,0
23310,0,0,0,0,0,1
3957,0,0,0,0,0,0
8196,0,0,0,3,0,0
19088,309,0,725,290,0,0
3780,0,0,0,0,0,0
4877,0,0,0,0,0,0
2487,0,0,0,0,0,0
7492,0,0,7,7,0,0
21002,29,0,30,180,54,153
15546,571,0,1054,2074,0,0
13454,13,0,0,0,24,8
10840,0,0,0,0,2,0
12844,4,0,2,2,4,0
7695,8,0,39,78,0,0
16480,104,0,0,33,0,0
7305,378,0,0,63,0,0
17766,8,0,9,30,3,0
9904,279,88,374,891,330,495
4019,0,0,0,0,0,0
21402,0,0,1,0,0,0
18406,17,0,8,6,34,6
9011,5,0,4,4,0,0
6958,0,0,0,0,0,0
9383,22,0,25,95,0,10
1826,0,0,0,0,0,0
8660,23,0,28,28,8,8
11320,0,0,6,12,0,0
24303,0,0,1,1,1,0
4687,0,0,0,0,0,0
17240,3,0,1,4,2,1
13838,1,0,0,0,1,1
23705,3,0,1,2,0,0
1118,0,0,0,0,0,0
13550,33,0,15,60,0,0
3693,0,0,0,0,0,0
9694,35,0,27,21,45,84
10393,58,0,60,195,225,300
5718,0,0,0,0,0,0
3989,0,0,0,0,0,0
17431,9,0,6,25,9,2
22817,38,0,21,21,9,3
21852,25,0,18,9,27,9
24053,59,0,0,0,76,88
22994,0,0,0,0,0,0
24817,0,0,2,2,0,0
2844,0,0,0,0,0,0
14337,2,0,12,29,4,9
23996,16,0,0,0,0,0
16039,0,0,0,0,0,0
7097,3,0,9,22,1,0
14072,0,0,3,3,0,0
3863,0,0,0,0,0,0
24827,0,0,0,0,0,0
15799,0,0,3,9,0,0
15600,18,0,8,38,14,8
11656,14,0,0,32,20,32
2232,0,0,0,0,0,0
6563,0,0,0,0,0,0
14911,55,0,8,0,80,80
5581,0,0,0,0,0,0
4066,0,0,0,0,0,0
22396,6,0,0,0,4,0
17287,0,0,0,0,0,0
24433,31,0,0,0,0,0
19268,0,0,4,2,0,0
1303,0,0,0,0,0,0
17036,0,0,1,1,0,0
6660,0,0,0,0,0,0
7251,10,0,0,0,4,4
2252,0,0,0,0,0,0
14550,13,0,18,30,0,0
23401,73,0,0,0,12,0
20808,0,0,2,4,4,0
10853,52,0,64,56,232,112
24439,21,0,6,0,134,14
2368,0,0,0,0,0,0
23563,0,0,0,0,0,0
9518,58,0,84,343,56,98
4931,0,0,0,0,0,0
5262,0,0,0,0,0,0
19597,0,0,0,0,0,0
16740,9,0,4,10,2,2
23227,1,0,3,0,3,3
6382,0,0,0,0,0,0
20834,12,0,24,32,0,0
5651,0,0,0,0,0,0
3296,0,0,0,0,0,0
4362,0,0,0,0,0,0
2377,0,0,0,0,0,0
16818,7,0,3,3,1,2
2175,0,0,0,0,0,0
4971,0,0,0,0,0,0
8229,179,0,130,820,0,10
2409,0,0,0,0,0,0
19044,0,0,0,0,0,0
8117,15,0,18,54,6,18
8435,1,0,24,104,0,0
19680,6,0,0,2,2,0
13013,5,0,18,42,15,12
11907,53,0,2,0,2,0
16379,2,0,6,4,8,2
3663,0,0,0,0,0,0
7307,383,0,0,0,4350,200
7715,0,0,0,0,0,0
19424,11,0,5,19,4,5
4311,0,0,0,0,0,0
13829,2,0,0,0,0,0
9070,5,0,25,54,4,0
3519,0,0,0,0,0,0
4049,0,0,0,0,0,0
7766,1,0,3,0,0,0
3254,0,0,0,0,0,0
11980,62,0,4,48,0,0
11143,310,0,170,459,969,952
7513,10,0,11,22,0,0
17878,0,0,4,12,4,0
22563,17,0,16,52,12,12
2665,0,0,0,0,0,0
9170,293,0,28,28,0,0
14504,0,0,0,0,0,0
8738,31,0,0,90,0,0
20404,40,0,16,60,40,44
7416,22,0,28,92,8,0
521,0,0,0,0,0,0
24601,395,13,598,1755,741,1937
7598,8,0,0,6,0,0
18305,0,0,1,2,0,0
14793,17,0,6,16,4,19
1977,0,0,0,0,0,0
2215,0,0,0,0,0,0
24444,0,0,0,0,0,0
23207,2,0,0,0,1,0
25020,0,0,0,0,0,0
24590,26,6,12,138,0,0
499,0,0,0,0,0,0
9641,2,0,0,3,4,1
8691,375,13,754,2834,676,1885
397,0,0,0,0,0,0
12153,111,0,12,12,0,0
6429,0,0,0,0,0,0
17875,5,0,27,15,33,48
12690,73,486,18,18,0,12
1580,0,0,0,0,0,0
18527,1,0,0,0,3,0
16720,454,0,0,0,0,0
14943,0,0,0,0,10,4
6814,0,0,0,0,0,0
5350,0,0,0,0,0,0
22194,47,0,26,86,94,36
24180,197,0,320,380,160,80
18237,32,2,8,6,2,0
18946,0,0,0,0,0,0
11587,2,0,0,0,0,0
22235,13,0,2,4,2,2
15660,4,0,18,90,3,9
18144,0,0,2,0,1,0
556,0,0,0,0,0,0
20368,9,0,0,1,7,3
19163,0,0,0,0,0,0
10265,11,0,0,0,0,0
11025,7,0,0,0,10,20
4263,0,0,0,0,0,0
8083,45,0,9,3,111,105
3438,0,0,0,0,0,0
13002,187,0,207,322,0,0
15900,2,0,0,0,0,0
950,0,0,0,0,0,0
16962,72,0,32,60,0,0
9094,3,0,56,200,0,0
7089,0,0,1,0,0,0
3314,0,0,0,0,0,0
24988,0,0,2,6,2,0
3893,0,0,0,0,0,0
19189,0,0,0,0,0,0
14302,8,0,4,26,2,7
23664,0,0,0,0,0,0
13520,5,0,1,1,1,0
21254,0,0,0,0,0,0
4152,0,0,0,0,0,0
17686,20,0,68,17,0,0
15326,16,0,8,4,20,20
5261,0,0,0,0,0,0
25002,59,0,0,0,42,9
21289,0,0,2,10,0,0
5731,0,0,0,0,0,0
1252,0,0,0,0,0,0
18933,469,108,792,2448,972,576
21241,18,0,2,12,2,2
15053,21,0,6,24,30,6
14868,62,0,2,6,54,8
22066,0,0,0,0,0,0
18698,0,0,0,0,0,0
23688,22,0,20,55,10,0
22184,73,0,6,12,0,0
14548,2,0,0,0,6,0
13413,7,0,0,0,0,0
18577,1,0,0,0,0,0
4235,0,0,0,0,0,0
76,0,0,0,0,0,0
17691,12,0,96,606,0,0
4059,0,0,0,0,0,0
18242,0,0,0,0,0,0
11221,35,0,16,24,88,96
80,0,0,0,0,0,0
2795,0,0,0,0,0,0
4758,0,0,0,0,0,0
23897,0,0,0,0,0,0
4107,0,0,0,0,0,0
3789,0,0,0,0,0,0
6527,0,0,0,0,0,0
5534,0,0,0,0,0,0
4901,0,0,0,0,0,0
6347,0,0,0,0,0,0
11817,0,0,6,6,0,0
24557,0,0,0,0,0,0
9429,59,0,81,333,153,234
17607,1,0,4,10,2,0
22631,0,0,0,0,0,0
19184,56,0,4,12,16,24
16463,81,0,0,0,0,0
7840,11,0,0,0,0,0
12537,0,0,0,0,1,0
18949,113,0,102,282,162,96
1846,0,0,0,0,0,0
20692,17,0,4,14,12,6
18370,0,0,1,3,0,0
10573,31,0,10,10,26,6
21944,42,0,2,14,2,14
20437,126,0,0,17,0,0
21383,0,0,0,0,0,0
5340,0,0,0,0,0,0
4828,0,0,0,0,0,0
12045,0,0,42,178,18,4
5746,0,0,0,0,0,0
16699,2,0,4,6,3,4
12280,54,0,165,192,156,90
1048,0,0,0,0,0,0
7287,41,0,15,51,30,42
18451,0,0,0,0,45,35
17450,0,0,0,1,0,0
16788,75,0,48,252,48,6
20864,1884,720,240,560,3760,40
10222,21,0,5,0,0,0
21452,88,0,9,21,9,3
23466,292,0,6,0,120,126
3000,0,0,0,0,0,0
5497,0,0,0,0,0,0
15687,0,0,0,0,0,0
20626,4,0,4,7,1,1
7834,0,0,2,3,0,0
23931,280,72,72,24,516,240
9179,0,0,9,9,0,0
13046,0,0,8,4,0,0
21298,0,0,2,6,0,0
5057,0,0,0,0,0,0
21288,0,0,0,0,0,0
6923,0,0,0,0,0,0
8568,33,0,76,216,8,0
5291,0,0,0,0,0,0
17779,3,0,0,18,4,4
19357,0,0,0,0,0,0
14901,521,26,26,52,130,0
23440,13,0,4,8,13,4
20048,4,0,0,0,6,6
9488,32,0,26,42,54,132
15121,0,0,0,0,0,0
17937,0,0,0,0,4,0
24707,0,0,0,0,0,0
10331,2,0,1,3,1,0
18179,237,0,0,144,0,0
494,0,0,0,0,0,0
10217,14,0,7,21,7,11
22996,7,0,0,0,18,12
7153,3,0,26,84,5,11
23764,7,0,3,7,1,0
20919,4,0,3,4,0,1
12150,12,0,6,63,9,30
19316,12,0,6,12,6,8
12234,5,0,0,0,2,0
24908,0,0,0,0,0,0
1314,0,0,0,0,0,0
7306,378,0,0,63,0,0
22129,59,0,70,0,5,5
1932,0,0,0,0,0,0
17153,14,1,12,37,0,0
14175,0,0,12,12,8,0
3737,0,0,0,0,0,0
1468,0,0,0,0,0,0
16585,77,0,49,98,77,35
6045,0,0,0,0,0,0
23707,0,0,0,0,0,0
22198,129,0,45,75,30,15
9299,0,0,2,3,0,0
18011,20,0,14,74,0,0
2964,0,0,0,0,0,0
10074,188,0,0,76,0,0
11101,38,0,30,34,32,48
1838,0,0,0,0,0,0
7286,24,0,0,0,6,3
8741,102,0,27,27,0,0
13240,0,0,0,0,0,0
20213,5,0,0,0,0,0
11506,4,0,4,2,1,0
2589,0,0,0,0,0,0
5506,0,0,0,0,0,0
11973,3,0,6,26,0,0
14751,9,0,2,1,1,4
13019,1,0,3,6,1,1
18403,115,10,40,100,75,35
5813,0,0,0,0,0,0
7378,340,112,216,392,104,224
7304,19,0,90,458,44,108
3903,0,0,0,0,0,0
9662,9,0,0,4,0,4
25009,12,0,1,1,2,1
18341,37,0,20,60,72,152
21617,4,0,1,1,0,0
14709,0,0,2,0,1,0
7886,2,0,2,1,3,2
2441,0,0,0,0,0,0
11276,0,0,0,0,0,0
24809,0,2,0,0,0,0
5980,0,0,0,0,0,0
12323,23,0,48,1296,12,0
16832,0,0,1,3,1,0
24887,0,0,0,0,42,42
3820,0,0,0,0,0,0
6529,0,0,0,0,0,0
13499,80,0,28,98,0,0
4273,0,0,0,0,0,0
21160,0,0,0,0,1,0
4164,0,0,0,0,0,0
15203,2,0,0,0,0,0
82,0,0,0,0,0,0
3948,0,0,0,0,0,0
17879,239,0,42,28,196,70
2305,0,0,0,0,0,0
20603,17,0,2,0,8,0
20924,34,0,4,12,4,8
12086,55,0,32,108,40,40
11355,16,0,3,9,0,0
6048,0,0,0,0,0,0
6506,0,0,0,0,0,0
16377,5,0,6,40,2,0
18329,6,0,1,3,1,1
16561,7,0,1,1,0,0
6403,0,0,0,0,0,0
7357,16,0,24,80,4,48
19221,124,0,39,270,42,72
5333,0,0,0,0,0,0
19525,182,3,78,132,102,483
16049,16,0,27,84,12,15
23732,448,60,1164,1848,432,348
24384,490,0,28,84,105,245
13600,108,0,39,104,13,13
364,0,0,0,0,0,0
23024,0,0,0,0,0,0
5994,0,0,0,0,0,0
13440,0,0,5,19,0,0
19170,0,0,0,0,0,0
19414,15,4,2,1,8,6
22918,2,0,0,0,0,0
13595,6,0,0,0,12,6
9617,11,0,0,0,8,0
7298,339,6,114,348,36,36
5317,0,0,0,0,0,0
1085,0,0,0,0,0,0
10693,21,0,0,15,0,0
18050,0,0,0,0,6,0
7799,64,0,0,0,140,0
21127,11,0,3,3,2,2
10466,0,0,0,2,1,0
1114,0,0,0,0,0,0
8483,21,0,14,104,0,2
15407,0,0,2,0,0,0
18475,0,0,0,0,0,0
9290,96,14,308,336,140,392
23379,26,0,28,112,0,0
11120,1,0,5,5,0,0
6950,0,0,0,0,0,0
13125,105,0,0,16,72,72
16869,9,0,6,39,6,0
20339,96,0,15,18,51,117
9264,45,0,30,99,24,75
11141,0,0,2,2,0,0
22732,12,0,28,14,0,0
22534,0,0,3,1,2,1
6694,0,0,0,0,0,0
19078,0,0,0,0,2,1
10087,61,4,24,92,46,74
17253,0,0,2,11,2,0
23909,12,0,48,160,0,0
15283,914,0,483,897,552,621
13141,0,0,1,1,5,6
21507,15,0,25,45,0,0
13122,17,0,24,33,3,0
5013,0,0,0,0,0,0
4388,0,0,0,0,0,0
4750,0,0,0,0,0,0
19949,0,0,0,0,2,0
23632,28,0,0,0,0,0
10452,32,0,0,64,0,104
5238,0,0,0,0,0,0
9814,94,0,0,0,0,0
17554,135,0,190,680,310,40
15942,21,0,15,30,12,3
15112,528,16,0,16,0,0
478,0,0,0,0,0,0
9419,194,0,288,1710,288,360
16777,36,0,64,32,288,416
22025,3,0,2,2,2,2
7926,21,0,54,84,33,99
13879,0,0,0,0,0,0
19161,0,0,6,15,0,0
18606,0,0,0,0,1,0
14596,95,0,72,192,156,120
11669,0,0,0,2,0,0
4975,0,0,0,0,0,0
18304,347,0,285,375,345,240
7711,6,0,0,0,0,0
8998,176,0,180,510,70,20
20598,9,0,0,0,8,0
2442,0,0,0,0,0,0
10385,5,2,6,16,1,0
13535,5,0,8,6,0,0
23471,0,0,1,1,0,0
11670,8,0,6,14,20,10
24524,138,0,0,0,0,0
14020,21,0,18,54,3,0
2597,0,0,0,0,0,0
25034,1,0,0,0,0,0
20474,45,8,16,116,12,0
3828,0,0,0,0,0,0
12347,2,0,1,1,1,0
24728,0,0,0,0,0,0
19258,5,0,22,11,11,88
7910,12,0,12,20,6,16
1750,0,0,0,0,0,0
19654,27,0,8,12,8,0
1767,0,0,0,0,0,0
18738,0,0,6,26,0,0
10668,55,0,0,12,60,108
16001,4,0,12,30,0,0
8125,25,0,0,24,0,0
10674,99,51,102,255,34,0
12007,72,0,75,445,100,270
11583,26,0,9,21,3,0
18366,1,0,4,4,1,0
95,0,0,0,0,0,0
22861,5,0,0,0,3,10
4930,0,0,0,0,0,0
11207,378,0,0,0,0,0
10851,16,0,0,0,40,90
19566,43,0,0,0,0,0
8760,549,38,760,2470,342,418
19873,0,0,0,0,0,0
15592,0,0,1,1,1,3
23907,56,0,4,6,38,0
8824,0,0,2,3,1,0
21961,103,0,36,24,32,12
729,0,0,0,0,0,0
19536,84,0,28,46,40,4
8526,2,0,4,0,8,24
1551,0,0,0,0,0,0
14611,1,0,2,1,1,0
21226,0,0,0,0,0,0
15537,499,0,52,312,0,0
18991,0,0,0,0,0,0
1176,0,0,0,0,0,0
16116,6,0,7,27,2,0
12854,11,0,9,30,9,9
10435,0,0,0,0,0,0
9877,11,0,0,0,4,0
11127,25,0,40,84,52,36
20334,1193,72,1062,1998,1494,864
